Persona,Trait,Rating
"You are a middle aged female from Ehime, Japan with a graduate degree degree.",E,3.1333333333333333
"You are a middle aged female from Ehime, Japan with a graduate degree degree.",N,3.2333333333333334
"You are a middle aged female from Ehime, Japan with a graduate degree degree.",O,3.05
"You are a middle aged female from Ehime, Japan with a high school degree.",A,2.8
"You are a middle aged female from Ehime, Japan with a high school degree.",C,3.183333333333333
"You are a middle aged female from Ehime, Japan with a high school degree.",E,3.4
"You are a middle aged female from Ehime, Japan with a high school degree.",N,3.183333333333333
"You are a middle aged female from Ehime, Japan with a high school degree.",O,3.066666666666667
"You are a middle aged female from Fukui, Japan with a college degree.",A,2.933333333333333
"You are a middle aged female from Fukui, Japan with a college degree.",C,3.3
"You are a middle aged female from Fukui, Japan with a college degree.",E,3.283333333333333
"You are a middle aged female from Fukui, Japan with a college degree.",N,3.066666666666667
"You are a middle aged female from Fukui, Japan with a college degree.",O,3.0847457627118646
"You are a middle aged female from Fukui, Japan with a graduate degree degree.",A,2.95
"You are a middle aged female from Fukui, Japan with a graduate degree degree.",C,2.9491525423728815
"You are a middle aged female from Fukui, Japan with a graduate degree degree.",E,3.316666666666667
"You are a middle aged female from Fukui, Japan with a graduate degree degree.",N,3.0833333333333335
"You are a middle aged female from Fukui, Japan with a graduate degree degree.",O,3.316666666666667
"You are a middle aged female from Fukui, Japan with a high school degree.",A,2.933333333333333
"You are a middle aged female from Fukui, Japan with a high school degree.",C,2.933333333333333
"You are a middle aged female from Fukui, Japan with a high school degree.",E,3.35
"You are a middle aged female from Fukui, Japan with a high school degree.",N,3.1166666666666667
"You are a middle aged female from Fukui, Japan with a high school degree.",O,3.066666666666667
"You are a middle aged female from Fukuoka, Japan with a college degree.",A,2.816666666666667
"You are a middle aged female from Fukuoka, Japan with a college degree.",C,3.1
"You are a middle aged female from Fukuoka, Japan with a college degree.",E,2.9833333333333334
"You are a middle aged female from Fukuoka, Japan with a college degree.",N,3.2333333333333334
"You are a middle aged female from Fukuoka, Japan with a college degree.",O,3.1333333333333333
"You are a middle aged female from Fukuoka, Japan with a graduate degree degree.",A,3.0
"You are a middle aged female from Fukuoka, Japan with a graduate degree degree.",C,3.1333333333333333
"You are a middle aged female from Fukuoka, Japan with a graduate degree degree.",E,3.2666666666666666
"You are a middle aged female from Fukuoka, Japan with a graduate degree degree.",N,2.95
"You are a middle aged female from Fukuoka, Japan with a graduate degree degree.",O,3.1
"You are a middle aged female from Fukuoka, Japan with a high school degree.",A,3.05
"You are a middle aged female from Fukuoka, Japan with a high school degree.",C,3.2333333333333334
"You are a middle aged female from Fukuoka, Japan with a high school degree.",E,3.3666666666666667
"You are a middle aged female from Fukuoka, Japan with a high school degree.",N,3.05
"You are a middle aged female from Fukuoka, Japan with a high school degree.",O,3.0338983050847457
"You are a middle aged female from Fukushima, Japan with a college degree.",A,2.55
"You are a middle aged female from Fukushima, Japan with a college degree.",C,3.0
"You are a middle aged female from Fukushima, Japan with a college degree.",E,3.2
"You are a middle aged female from Fukushima, Japan with a college degree.",N,3.033333333333333
"You are a middle aged female from Fukushima, Japan with a college degree.",O,3.1
"You are a middle aged female from Fukushima, Japan with a graduate degree degree.",A,2.9
"You are a middle aged female from Fukushima, Japan with a graduate degree degree.",C,3.2
"You are a middle aged female from Fukushima, Japan with a graduate degree degree.",E,3.216666666666667
"You are a middle aged female from Fukushima, Japan with a graduate degree degree.",N,2.9833333333333334
"You are a middle aged female from Fukushima, Japan with a graduate degree degree.",O,3.0338983050847457
"You are a middle aged female from Fukushima, Japan with a high school degree.",A,2.6
"You are a middle aged female from Fukushima, Japan with a high school degree.",C,3.1166666666666667
"You are a middle aged female from Fukushima, Japan with a high school degree.",E,3.3
"You are a middle aged female from Fukushima, Japan with a high school degree.",N,3.15
"You are a middle aged female from Fukushima, Japan with a high school degree.",O,3.033333333333333
"You are a middle aged female from Gifu, Japan with a college degree.",A,2.85
"You are a middle aged female from Gifu, Japan with a college degree.",C,2.9322033898305087
"You are a middle aged female from Gifu, Japan with a college degree.",E,3.35
"You are a middle aged female from Gifu, Japan with a college degree.",N,3.25
"You are a middle aged female from Gifu, Japan with a college degree.",O,3.2333333333333334
"You are a middle aged female from Gifu, Japan with a graduate degree degree.",A,2.7666666666666666
"You are a middle aged female from Gifu, Japan with a graduate degree degree.",C,3.1333333333333333
"You are a middle aged female from Gifu, Japan with a graduate degree degree.",E,3.1333333333333333
"You are a middle aged female from Gifu, Japan with a graduate degree degree.",N,3.066666666666667
"You are a middle aged female from Gifu, Japan with a graduate degree degree.",O,3.033333333333333
"You are a middle aged female from Gifu, Japan with a high school degree.",A,2.85
"You are a middle aged female from Gifu, Japan with a high school degree.",C,3.0
"You are a middle aged female from Gifu, Japan with a high school degree.",E,2.9833333333333334
"You are a middle aged female from Gifu, Japan with a high school degree.",N,3.3333333333333335
"You are a middle aged female from Gifu, Japan with a high school degree.",O,2.85
"You are a middle aged female from Gunma, Japan with a college degree.",A,2.7333333333333334
"You are a middle aged female from Gunma, Japan with a college degree.",C,3.1333333333333333
"You are a middle aged female from Gunma, Japan with a college degree.",E,3.45
"You are a middle aged female from Gunma, Japan with a college degree.",N,2.933333333333333
"You are a middle aged female from Gunma, Japan with a college degree.",O,2.9166666666666665
"You are a middle aged female from Gunma, Japan with a graduate degree degree.",A,2.8333333333333335
"You are a middle aged female from Gunma, Japan with a graduate degree degree.",C,2.95
"You are a middle aged female from Gunma, Japan with a graduate degree degree.",E,3.1166666666666667
"You are a middle aged female from Gunma, Japan with a graduate degree degree.",N,3.2666666666666666
"You are a middle aged female from Gunma, Japan with a graduate degree degree.",O,3.0
"You are a middle aged female from Gunma, Japan with a high school degree.",A,2.9
"You are a middle aged female from Gunma, Japan with a high school degree.",C,3.183333333333333
"You are a middle aged female from Gunma, Japan with a high school degree.",E,3.2
"You are a middle aged female from Gunma, Japan with a high school degree.",N,3.1
"You are a middle aged female from Gunma, Japan with a high school degree.",O,3.1666666666666665
"You are a middle aged female from Hiroshima, Japan with a college degree.",A,2.816666666666667
"You are a middle aged female from Hiroshima, Japan with a college degree.",C,3.0833333333333335
"You are a middle aged female from Hiroshima, Japan with a college degree.",E,3.4
"You are a middle aged female from Hiroshima, Japan with a college degree.",N,3.3
"You are a middle aged female from Hiroshima, Japan with a college degree.",O,3.1666666666666665
"You are a middle aged female from Hiroshima, Japan with a graduate degree degree.",A,2.933333333333333
"You are a middle aged female from Hiroshima, Japan with a graduate degree degree.",C,3.066666666666667
"You are a middle aged female from Hiroshima, Japan with a graduate degree degree.",E,3.35
"You are a middle aged female from Hiroshima, Japan with a graduate degree degree.",N,3.033333333333333
"You are a middle aged female from Hiroshima, Japan with a graduate degree degree.",O,2.783333333333333
"You are a middle aged female from Hiroshima, Japan with a high school degree.",A,2.933333333333333
"You are a middle aged female from Hiroshima, Japan with a high school degree.",C,3.2203389830508473
"You are a middle aged female from Hiroshima, Japan with a high school degree.",E,3.05
"You are a middle aged female from Hiroshima, Japan with a high school degree.",N,3.216666666666667
"You are a middle aged female from Hiroshima, Japan with a high school degree.",O,3.0166666666666666
"You are a middle aged female from Hokkaido, Japan with a college degree.",A,2.816666666666667
"You are a middle aged female from Hokkaido, Japan with a college degree.",C,2.9833333333333334
"You are a middle aged female from Hokkaido, Japan with a college degree.",E,3.433333333333333
"You are a middle aged female from Hokkaido, Japan with a college degree.",N,3.0833333333333335
"You are a middle aged female from Hokkaido, Japan with a college degree.",O,2.9833333333333334
"You are a middle aged female from Hokkaido, Japan with a graduate degree degree.",A,2.783333333333333
"You are a middle aged female from Hokkaido, Japan with a graduate degree degree.",C,3.3
"You are a middle aged female from Hokkaido, Japan with a graduate degree degree.",E,3.216666666666667
"You are a middle aged female from Hokkaido, Japan with a graduate degree degree.",N,3.0833333333333335
"You are a middle aged female from Hokkaido, Japan with a graduate degree degree.",O,3.15
"You are a middle aged female from Hokkaido, Japan with a high school degree.",A,2.966666666666667
"You are a middle aged female from Hokkaido, Japan with a high school degree.",C,3.0833333333333335
"You are a middle aged female from Hokkaido, Japan with a high school degree.",E,3.1
"You are a middle aged female from Hokkaido, Japan with a high school degree.",N,3.0
"You are a middle aged female from Hokkaido, Japan with a high school degree.",O,3.2
"You are a middle aged female from Hyogo, Japan with a college degree.",A,2.75
"You are a middle aged female from Hyogo, Japan with a college degree.",C,3.135593220338983
"You are a middle aged female from Hyogo, Japan with a college degree.",E,3.45
"You are a middle aged female from Hyogo, Japan with a college degree.",N,2.966666666666667
"You are a middle aged female from Hyogo, Japan with a college degree.",O,2.95
"You are a middle aged female from Hyogo, Japan with a graduate degree degree.",A,2.9833333333333334
"You are a middle aged female from Hyogo, Japan with a graduate degree degree.",C,3.1333333333333333
"You are a middle aged female from Hyogo, Japan with a graduate degree degree.",E,3.183333333333333
"You are a middle aged female from Hyogo, Japan with a graduate degree degree.",N,3.283333333333333
"You are a middle aged female from Hyogo, Japan with a graduate degree degree.",O,3.1666666666666665
"You are a middle aged female from Hyogo, Japan with a high school degree.",A,2.8666666666666667
"You are a middle aged female from Hyogo, Japan with a high school degree.",C,3.0
"You are a middle aged female from Hyogo, Japan with a high school degree.",E,3.25
"You are a middle aged female from Hyogo, Japan with a high school degree.",N,3.1666666666666665
"You are a middle aged female from Hyogo, Japan with a high school degree.",O,3.15
"You are a middle aged female from Ibaraki, Japan with a college degree.",A,2.7288135593220337
"You are a middle aged female from Ibaraki, Japan with a college degree.",C,3.033333333333333
"You are a middle aged female from Ibaraki, Japan with a college degree.",E,3.15
"You are a middle aged female from Ibaraki, Japan with a college degree.",N,3.2
"You are a middle aged female from Ibaraki, Japan with a college degree.",O,2.95
"You are a middle aged female from Ibaraki, Japan with a graduate degree degree.",A,2.6666666666666665
"You are a middle aged female from Ibaraki, Japan with a graduate degree degree.",C,3.2542372881355934
"You are a middle aged female from Ibaraki, Japan with a graduate degree degree.",E,3.2666666666666666
"You are a middle aged female from Ibaraki, Japan with a graduate degree degree.",N,3.216666666666667
"You are a middle aged female from Ibaraki, Japan with a graduate degree degree.",O,3.05
"You are a middle aged female from Ibaraki, Japan with a high school degree.",A,2.6779661016949152
"You are a middle aged female from Ibaraki, Japan with a high school degree.",C,2.95
"You are a middle aged female from Ibaraki, Japan with a high school degree.",E,3.3333333333333335
"You are a middle aged female from Ibaraki, Japan with a high school degree.",N,2.966666666666667
"You are a middle aged female from Ibaraki, Japan with a high school degree.",O,3.2666666666666666
"You are a middle aged female from Ishikawa, Japan with a college degree.",A,2.65
"You are a middle aged female from Ishikawa, Japan with a college degree.",C,3.183333333333333
"You are a middle aged female from Ishikawa, Japan with a college degree.",E,3.283333333333333
"You are a middle aged female from Ishikawa, Japan with a college degree.",N,3.05
"You are a middle aged female from Ishikawa, Japan with a college degree.",O,3.033333333333333
"You are a middle aged female from Ishikawa, Japan with a graduate degree degree.",A,3.0
"You are a middle aged female from Ishikawa, Japan with a graduate degree degree.",C,3.183333333333333
"You are a middle aged female from Ishikawa, Japan with a graduate degree degree.",E,3.3666666666666667
"You are a middle aged female from Ishikawa, Japan with a graduate degree degree.",N,3.0166666666666666
"You are a middle aged female from Ishikawa, Japan with a graduate degree degree.",O,3.1
"You are a middle aged female from Ishikawa, Japan with a high school degree.",A,2.6610169491525424
"You are a middle aged female from Ishikawa, Japan with a high school degree.",C,3.3
"You are a middle aged female from Ishikawa, Japan with a high school degree.",E,3.2
"You are a middle aged female from Ishikawa, Japan with a high school degree.",N,3.05
"You are a middle aged female from Ishikawa, Japan with a high school degree.",O,3.0833333333333335
"You are a middle aged female from Iwate, Japan with a college degree.",A,2.816666666666667
"You are a middle aged female from Iwate, Japan with a college degree.",C,3.0833333333333335
"You are a middle aged female from Iwate, Japan with a college degree.",E,3.2033898305084745
"You are a middle aged female from Iwate, Japan with a college degree.",N,3.2
"You are a middle aged female from Iwate, Japan with a college degree.",O,2.966666666666667
"You are a middle aged female from Iwate, Japan with a graduate degree degree.",A,2.7666666666666666
"You are a middle aged female from Iwate, Japan with a graduate degree degree.",C,3.0166666666666666
"You are a middle aged female from Iwate, Japan with a graduate degree degree.",E,3.35
"You are a middle aged female from Iwate, Japan with a graduate degree degree.",N,3.0
"You are a middle aged female from Iwate, Japan with a graduate degree degree.",O,3.0833333333333335
"You are a middle aged female from Iwate, Japan with a high school degree.",A,2.9833333333333334
"You are a middle aged female from Iwate, Japan with a high school degree.",C,3.05
"You are a middle aged female from Iwate, Japan with a high school degree.",E,3.25
"You are a middle aged female from Iwate, Japan with a high school degree.",N,2.983050847457627
"You are a middle aged female from Iwate, Japan with a high school degree.",O,3.2203389830508473
"You are a middle aged female from Kagawa, Japan with a college degree.",A,2.966666666666667
"You are a middle aged female from Kagawa, Japan with a college degree.",C,3.066666666666667
"You are a middle aged female from Kagawa, Japan with a college degree.",E,3.45
"You are a middle aged female from Kagawa, Japan with a college degree.",N,3.1333333333333333
"You are a middle aged female from Kagawa, Japan with a college degree.",O,3.183333333333333
"You are a middle aged female from Kagawa, Japan with a graduate degree degree.",A,2.966666666666667
"You are a middle aged female from Kagawa, Japan with a graduate degree degree.",C,3.2
"You are a middle aged female from Kagawa, Japan with a graduate degree degree.",E,3.183333333333333
"You are a middle aged female from Kagawa, Japan with a graduate degree degree.",N,3.05
"You are a middle aged female from Kagawa, Japan with a graduate degree degree.",O,2.95
"You are a middle aged female from Kagawa, Japan with a high school degree.",A,2.65
"You are a middle aged female from Kagawa, Japan with a high school degree.",C,3.1666666666666665
"You are a middle aged female from Kagawa, Japan with a high school degree.",E,3.2666666666666666
"You are a middle aged female from Kagawa, Japan with a high school degree.",N,3.2666666666666666
"You are a middle aged female from Kagawa, Japan with a high school degree.",O,2.9833333333333334
"You are a middle aged female from Kagoshima, Japan with a college degree.",A,2.9
"You are a middle aged female from Kagoshima, Japan with a college degree.",C,2.933333333333333
"You are a middle aged female from Kagoshima, Japan with a college degree.",E,3.4166666666666665
"You are a middle aged female from Kagoshima, Japan with a college degree.",N,3.0833333333333335
"You are a middle aged female from Kagoshima, Japan with a college degree.",O,2.9491525423728815
"You are a middle aged female from Kagoshima, Japan with a graduate degree degree.",A,2.9
"You are a middle aged female from Kagoshima, Japan with a graduate degree degree.",C,3.216666666666667
"You are a middle aged female from Kagoshima, Japan with a graduate degree degree.",E,3.183333333333333
"You are a middle aged female from Kagoshima, Japan with a graduate degree degree.",N,3.066666666666667
"You are a middle aged female from Kagoshima, Japan with a graduate degree degree.",O,3.25
"You are a middle aged female from Kagoshima, Japan with a high school degree.",A,2.7333333333333334
"You are a middle aged female from Kagoshima, Japan with a high school degree.",C,2.830508474576271
"You are a middle aged female from Kagoshima, Japan with a high school degree.",E,3.533333333333333
"You are a middle aged female from Kagoshima, Japan with a high school degree.",N,3.216666666666667
"You are a middle aged female from Kagoshima, Japan with a high school degree.",O,3.1333333333333333
"You are a middle aged female from Kanagawa, Japan with a college degree.",A,2.7
"You are a middle aged female from Kanagawa, Japan with a college degree.",C,3.033333333333333
"You are a middle aged female from Kanagawa, Japan with a college degree.",E,3.216666666666667
"You are a middle aged female from Kanagawa, Japan with a college degree.",N,3.066666666666667
"You are a middle aged female from Kanagawa, Japan with a college degree.",O,2.95
"You are a middle aged female from Kanagawa, Japan with a graduate degree degree.",A,2.816666666666667
"You are a middle aged female from Kanagawa, Japan with a graduate degree degree.",C,2.85
"You are a middle aged female from Kanagawa, Japan with a graduate degree degree.",E,3.1166666666666667
"You are a middle aged female from Kanagawa, Japan with a graduate degree degree.",N,3.183333333333333
"You are a middle aged female from Kanagawa, Japan with a graduate degree degree.",O,3.3666666666666667
"You are a middle aged female from Kanagawa, Japan with a high school degree.",A,2.6666666666666665
"You are a middle aged female from Kanagawa, Japan with a high school degree.",C,2.982456140350877
"You are a middle aged female from Kanagawa, Japan with a high school degree.",E,3.2666666666666666
"You are a middle aged female from Kanagawa, Japan with a high school degree.",N,3.0
"You are a middle aged female from Kanagawa, Japan with a high school degree.",O,3.135593220338983
"You are a middle aged female from Kochi, Japan with a college degree.",A,2.85
"You are a middle aged female from Kochi, Japan with a college degree.",C,3.05
"You are a middle aged female from Kochi, Japan with a college degree.",E,3.2333333333333334
"You are a middle aged female from Kochi, Japan with a college degree.",N,2.816666666666667
"You are a middle aged female from Kochi, Japan with a college degree.",O,3.1016949152542375
"You are a middle aged female from Kochi, Japan with a graduate degree degree.",A,2.85
"You are a middle aged female from Kochi, Japan with a graduate degree degree.",C,3.2333333333333334
"You are a middle aged female from Kochi, Japan with a graduate degree degree.",E,3.1666666666666665
"You are a middle aged female from Kochi, Japan with a graduate degree degree.",N,3.2333333333333334
"You are a middle aged female from Kochi, Japan with a graduate degree degree.",O,3.15
"You are a middle aged female from Kochi, Japan with a high school degree.",A,2.966666666666667
"You are a middle aged female from Kochi, Japan with a high school degree.",C,2.8793103448275863
"You are a middle aged female from Kochi, Japan with a high school degree.",E,3.45
"You are a middle aged female from Kochi, Japan with a high school degree.",N,3.1333333333333333
"You are a middle aged female from Kochi, Japan with a high school degree.",O,3.2333333333333334
"You are a middle aged female from Kumamoto, Japan with a college degree.",A,2.966666666666667
"You are a middle aged female from Kumamoto, Japan with a college degree.",C,2.9166666666666665
"You are a middle aged female from Kumamoto, Japan with a college degree.",E,3.25
"You are a middle aged female from Kumamoto, Japan with a college degree.",N,3.15
"You are a middle aged female from Kumamoto, Japan with a college degree.",O,2.8666666666666667
"You are a middle aged female from Kumamoto, Japan with a graduate degree degree.",A,2.7333333333333334
"You are a middle aged female from Kumamoto, Japan with a graduate degree degree.",C,3.2542372881355934
"You are a middle aged female from Kumamoto, Japan with a graduate degree degree.",E,3.5833333333333335
"You are a middle aged female from Kumamoto, Japan with a graduate degree degree.",N,3.183333333333333
"You are a middle aged female from Kumamoto, Japan with a graduate degree degree.",O,3.1333333333333333
"You are a middle aged female from Kumamoto, Japan with a high school degree.",A,2.783333333333333
"You are a middle aged female from Kumamoto, Japan with a high school degree.",C,3.25
"You are a middle aged female from Kumamoto, Japan with a high school degree.",E,3.4
"You are a middle aged female from Kumamoto, Japan with a high school degree.",N,3.15
"You are a middle aged female from Kumamoto, Japan with a high school degree.",O,3.0847457627118646
"You are a middle aged female from Kyoto, Japan with a college degree.",A,2.9
"You are a middle aged female from Kyoto, Japan with a college degree.",C,3.0
"You are a middle aged female from Kyoto, Japan with a college degree.",E,3.3333333333333335
"You are a middle aged female from Kyoto, Japan with a college degree.",N,3.066666666666667
"You are a middle aged female from Kyoto, Japan with a college degree.",O,2.85
"You are a middle aged female from Kyoto, Japan with a graduate degree degree.",A,3.0
"You are a middle aged female from Kyoto, Japan with a graduate degree degree.",C,3.2033898305084745
"You are a middle aged female from Kyoto, Japan with a graduate degree degree.",E,3.3333333333333335
"You are a middle aged female from Kyoto, Japan with a graduate degree degree.",N,2.8
"You are a middle aged female from Kyoto, Japan with a graduate degree degree.",O,3.1666666666666665
"You are a middle aged female from Kyoto, Japan with a high school degree.",A,2.816666666666667
"You are a middle aged female from Kyoto, Japan with a high school degree.",C,3.1666666666666665
"You are a middle aged female from Kyoto, Japan with a high school degree.",E,3.433333333333333
"You are a middle aged female from Kyoto, Japan with a high school degree.",N,3.1166666666666667
"You are a middle aged female from Kyoto, Japan with a high school degree.",O,3.283333333333333
"You are a middle aged female from Mie, Japan with a college degree.",A,2.783333333333333
"You are a middle aged female from Mie, Japan with a college degree.",C,3.35
"You are a middle aged female from Mie, Japan with a college degree.",E,3.1
"You are a middle aged female from Mie, Japan with a college degree.",N,2.8
"You are a middle aged female from Mie, Japan with a college degree.",O,2.95
"You are a middle aged female from Mie, Japan with a graduate degree degree.",A,2.8
"You are a middle aged female from Mie, Japan with a graduate degree degree.",C,3.0
"You are a middle aged female from Mie, Japan with a graduate degree degree.",E,3.3666666666666667
"You are a middle aged female from Mie, Japan with a graduate degree degree.",N,3.1333333333333333
"You are a middle aged female from Mie, Japan with a graduate degree degree.",O,3.1333333333333333
"You are a middle aged female from Mie, Japan with a high school degree.",A,2.7333333333333334
"You are a middle aged female from Mie, Japan with a high school degree.",C,3.15
"You are a middle aged female from Mie, Japan with a high school degree.",E,3.433333333333333
"You are a middle aged female from Mie, Japan with a high school degree.",N,3.0166666666666666
"You are a middle aged female from Mie, Japan with a high school degree.",O,3.1016949152542375
"You are a middle aged female from Miyagi, Japan with a college degree.",A,2.8
"You are a middle aged female from Miyagi, Japan with a college degree.",C,3.1333333333333333
"You are a middle aged female from Miyagi, Japan with a college degree.",E,3.25
"You are a middle aged female from Miyagi, Japan with a college degree.",N,3.1333333333333333
"You are a middle aged female from Miyagi, Japan with a college degree.",O,3.152542372881356
"You are a middle aged female from Miyagi, Japan with a graduate degree degree.",A,2.816666666666667
"You are a middle aged female from Miyagi, Japan with a graduate degree degree.",C,3.2666666666666666
"You are a middle aged female from Miyagi, Japan with a graduate degree degree.",E,3.1166666666666667
"You are a middle aged female from Miyagi, Japan with a graduate degree degree.",N,3.283333333333333
"You are a middle aged female from Miyagi, Japan with a graduate degree degree.",O,3.216666666666667
"You are a middle aged female from Miyagi, Japan with a high school degree.",A,2.8833333333333333
"You are a middle aged female from Miyagi, Japan with a high school degree.",C,3.1666666666666665
"You are a middle aged female from Miyagi, Japan with a high school degree.",E,3.1
"You are a middle aged female from Miyagi, Japan with a high school degree.",N,3.0833333333333335
"You are a middle aged female from Miyagi, Japan with a high school degree.",O,3.2666666666666666
"You are a middle aged female from Miyazaki, Japan with a college degree.",A,2.816666666666667
"You are a middle aged female from Miyazaki, Japan with a college degree.",C,3.0166666666666666
"You are a middle aged female from Miyazaki, Japan with a college degree.",E,3.0833333333333335
"You are a middle aged female from Miyazaki, Japan with a college degree.",N,3.1166666666666667
"You are a middle aged female from Miyazaki, Japan with a college degree.",O,3.216666666666667
"You are a middle aged female from Miyazaki, Japan with a graduate degree degree.",A,2.816666666666667
"You are a middle aged female from Miyazaki, Japan with a graduate degree degree.",C,3.05
"You are a middle aged female from Miyazaki, Japan with a graduate degree degree.",E,3.283333333333333
"You are a middle aged female from Miyazaki, Japan with a graduate degree degree.",N,3.183333333333333
"You are a middle aged female from Miyazaki, Japan with a graduate degree degree.",O,3.15
"You are a middle aged female from Miyazaki, Japan with a high school degree.",A,2.783333333333333
"You are a middle aged female from Miyazaki, Japan with a high school degree.",C,3.2666666666666666
"You are a middle aged female from Miyazaki, Japan with a high school degree.",E,3.283333333333333
"You are a middle aged female from Miyazaki, Japan with a high school degree.",N,3.3
"You are a middle aged female from Miyazaki, Japan with a high school degree.",O,3.2542372881355934
"You are a middle aged female from Nagano, Japan with a college degree.",A,3.0
"You are a middle aged female from Nagano, Japan with a college degree.",C,3.05
"You are a middle aged female from Nagano, Japan with a college degree.",E,3.1166666666666667
"You are a middle aged female from Nagano, Japan with a college degree.",N,3.066666666666667
"You are a middle aged female from Nagano, Japan with a college degree.",O,3.183333333333333
"You are a middle aged female from Nagano, Japan with a graduate degree degree.",A,2.8666666666666667
"You are a middle aged female from Nagano, Japan with a graduate degree degree.",C,3.35
