Persona,Trait,Rating
"You are a middle aged female from Distrito Federal, Brazil with a graduate degree degree.",A,2.65
"You are a middle aged female from Distrito Federal, Brazil with a graduate degree degree.",C,3.216666666666667
"You are a middle aged female from Distrito Federal, Brazil with a graduate degree degree.",E,3.2666666666666666
"You are a middle aged female from Distrito Federal, Brazil with a graduate degree degree.",N,2.85
"You are a middle aged female from Distrito Federal, Brazil with a graduate degree degree.",O,3.066666666666667
"You are a middle aged female from Distrito Federal, Brazil with a high school degree.",A,2.8833333333333333
"You are a middle aged female from Distrito Federal, Brazil with a high school degree.",C,3.05
"You are a middle aged female from Distrito Federal, Brazil with a high school degree.",E,3.2542372881355934
"You are a middle aged female from Distrito Federal, Brazil with a high school degree.",N,3.0166666666666666
"You are a middle aged female from Distrito Federal, Brazil with a high school degree.",O,2.933333333333333
"You are a middle aged female from Espírito Santo, Brazil with a college degree.",A,2.8333333333333335
"You are a middle aged female from Espírito Santo, Brazil with a college degree.",C,3.2203389830508473
"You are a middle aged female from Espírito Santo, Brazil with a college degree.",E,3.283333333333333
"You are a middle aged female from Espírito Santo, Brazil with a college degree.",N,3.2333333333333334
"You are a middle aged female from Espírito Santo, Brazil with a college degree.",O,3.2
"You are a middle aged female from Espírito Santo, Brazil with a graduate degree degree.",A,2.9
"You are a middle aged female from Espírito Santo, Brazil with a graduate degree degree.",C,3.2333333333333334
"You are a middle aged female from Espírito Santo, Brazil with a graduate degree degree.",E,3.5166666666666666
"You are a middle aged female from Espírito Santo, Brazil with a graduate degree degree.",N,2.85
"You are a middle aged female from Espírito Santo, Brazil with a graduate degree degree.",O,3.0833333333333335
"You are a middle aged female from Espírito Santo, Brazil with a high school degree.",A,2.85
"You are a middle aged female from Espírito Santo, Brazil with a high school degree.",C,2.8666666666666667
"You are a middle aged female from Espírito Santo, Brazil with a high school degree.",E,3.3333333333333335
"You are a middle aged female from Espírito Santo, Brazil with a high school degree.",N,2.8833333333333333
"You are a middle aged female from Espírito Santo, Brazil with a high school degree.",O,3.05
"You are a middle aged female from Goiás, Brazil with a college degree.",A,2.966666666666667
"You are a middle aged female from Goiás, Brazil with a college degree.",C,3.1166666666666667
"You are a middle aged female from Goiás, Brazil with a college degree.",E,3.1333333333333333
"You are a middle aged female from Goiás, Brazil with a college degree.",N,2.933333333333333
"You are a middle aged female from Goiás, Brazil with a college degree.",O,3.2666666666666666
"You are a middle aged female from Goiás, Brazil with a graduate degree degree.",A,2.9
"You are a middle aged female from Goiás, Brazil with a graduate degree degree.",C,3.1016949152542375
"You are a middle aged female from Goiás, Brazil with a graduate degree degree.",E,3.1
"You are a middle aged female from Goiás, Brazil with a graduate degree degree.",N,3.1333333333333333
"You are a middle aged female from Goiás, Brazil with a graduate degree degree.",O,3.0166666666666666
"You are a middle aged female from Goiás, Brazil with a high school degree.",A,3.0338983050847457
"You are a middle aged female from Goiás, Brazil with a high school degree.",C,3.2
"You are a middle aged female from Goiás, Brazil with a high school degree.",E,3.2666666666666666
"You are a middle aged female from Goiás, Brazil with a high school degree.",N,2.8333333333333335
"You are a middle aged female from Goiás, Brazil with a high school degree.",O,3.1166666666666667
"You are a middle aged female from Maranhão, Brazil with a college degree.",A,2.85
"You are a middle aged female from Maranhão, Brazil with a college degree.",C,3.0833333333333335
"You are a middle aged female from Maranhão, Brazil with a college degree.",E,3.3833333333333333
"You are a middle aged female from Maranhão, Brazil with a college degree.",N,2.9166666666666665
"You are a middle aged female from Maranhão, Brazil with a college degree.",O,3.066666666666667
"You are a middle aged female from Maranhão, Brazil with a graduate degree degree.",A,3.066666666666667
"You are a middle aged female from Maranhão, Brazil with a graduate degree degree.",C,3.2
"You are a middle aged female from Maranhão, Brazil with a graduate degree degree.",E,3.183333333333333
"You are a middle aged female from Maranhão, Brazil with a graduate degree degree.",N,3.15
"You are a middle aged female from Maranhão, Brazil with a graduate degree degree.",O,3.0166666666666666
"You are a middle aged female from Maranhão, Brazil with a high school degree.",A,2.816666666666667
"You are a middle aged female from Maranhão, Brazil with a high school degree.",C,3.152542372881356
"You are a middle aged female from Maranhão, Brazil with a high school degree.",E,3.25
"You are a middle aged female from Maranhão, Brazil with a high school degree.",N,3.25
"You are a middle aged female from Maranhão, Brazil with a high school degree.",O,3.283333333333333
"You are a middle aged female from Mato Grosso do Sul, Brazil with a college degree.",A,2.8
"You are a middle aged female from Mato Grosso do Sul, Brazil with a college degree.",C,3.0166666666666666
"You are a middle aged female from Mato Grosso do Sul, Brazil with a college degree.",E,3.2333333333333334
"You are a middle aged female from Mato Grosso do Sul, Brazil with a college degree.",N,3.216666666666667
"You are a middle aged female from Mato Grosso do Sul, Brazil with a college degree.",O,3.1
"You are a middle aged female from Mato Grosso do Sul, Brazil with a graduate degree degree.",A,2.783333333333333
"You are a middle aged female from Mato Grosso do Sul, Brazil with a graduate degree degree.",C,3.1166666666666667
"You are a middle aged female from Mato Grosso do Sul, Brazil with a graduate degree degree.",E,3.316666666666667
"You are a middle aged female from Mato Grosso do Sul, Brazil with a graduate degree degree.",N,3.0166666666666666
"You are a middle aged female from Mato Grosso do Sul, Brazil with a graduate degree degree.",O,3.05
"You are a middle aged female from Mato Grosso do Sul, Brazil with a high school degree.",A,2.933333333333333
"You are a middle aged female from Mato Grosso do Sul, Brazil with a high school degree.",C,3.135593220338983
"You are a middle aged female from Mato Grosso do Sul, Brazil with a high school degree.",E,3.283333333333333
"You are a middle aged female from Mato Grosso do Sul, Brazil with a high school degree.",N,3.05
"You are a middle aged female from Mato Grosso do Sul, Brazil with a high school degree.",O,3.05
"You are a middle aged female from Mato Grosso, Brazil with a college degree.",A,2.75
"You are a middle aged female from Mato Grosso, Brazil with a college degree.",C,3.0508474576271185
"You are a middle aged female from Mato Grosso, Brazil with a college degree.",E,3.433333333333333
"You are a middle aged female from Mato Grosso, Brazil with a college degree.",N,3.066666666666667
"You are a middle aged female from Mato Grosso, Brazil with a college degree.",O,3.05
"You are a middle aged female from Mato Grosso, Brazil with a graduate degree degree.",A,2.683333333333333
"You are a middle aged female from Mato Grosso, Brazil with a graduate degree degree.",C,3.2
"You are a middle aged female from Mato Grosso, Brazil with a graduate degree degree.",E,3.3833333333333333
"You are a middle aged female from Mato Grosso, Brazil with a graduate degree degree.",N,3.033333333333333
"You are a middle aged female from Mato Grosso, Brazil with a graduate degree degree.",O,3.183333333333333
"You are a middle aged female from Mato Grosso, Brazil with a high school degree.",A,2.8813559322033897
"You are a middle aged female from Mato Grosso, Brazil with a high school degree.",C,3.283333333333333
"You are a middle aged female from Mato Grosso, Brazil with a high school degree.",E,3.15
"You are a middle aged female from Mato Grosso, Brazil with a high school degree.",N,3.05
"You are a middle aged female from Mato Grosso, Brazil with a high school degree.",O,3.15
"You are a middle aged female from Minas Gerais, Brazil with a college degree.",A,2.8833333333333333
"You are a middle aged female from Minas Gerais, Brazil with a college degree.",C,2.95
"You are a middle aged female from Minas Gerais, Brazil with a college degree.",E,3.3
"You are a middle aged female from Minas Gerais, Brazil with a college degree.",N,3.1166666666666667
"You are a middle aged female from Minas Gerais, Brazil with a college degree.",O,3.033333333333333
"You are a middle aged female from Minas Gerais, Brazil with a graduate degree degree.",A,2.8
"You are a middle aged female from Minas Gerais, Brazil with a graduate degree degree.",C,3.033333333333333
"You are a middle aged female from Minas Gerais, Brazil with a graduate degree degree.",E,3.2666666666666666
"You are a middle aged female from Minas Gerais, Brazil with a graduate degree degree.",N,3.1666666666666665
"You are a middle aged female from Minas Gerais, Brazil with a graduate degree degree.",O,3.25
"You are a middle aged female from Minas Gerais, Brazil with a high school degree.",A,2.7666666666666666
"You are a middle aged female from Minas Gerais, Brazil with a high school degree.",C,3.1333333333333333
"You are a middle aged female from Minas Gerais, Brazil with a high school degree.",E,3.1
"You are a middle aged female from Minas Gerais, Brazil with a high school degree.",N,3.0833333333333335
"You are a middle aged female from Minas Gerais, Brazil with a high school degree.",O,2.9833333333333334
"You are a middle aged female from Paraná, Brazil with a college degree.",A,2.966666666666667
"You are a middle aged female from Paraná, Brazil with a college degree.",C,3.05
"You are a middle aged female from Paraná, Brazil with a college degree.",E,3.283333333333333
"You are a middle aged female from Paraná, Brazil with a college degree.",N,3.0
"You are a middle aged female from Paraná, Brazil with a college degree.",O,3.1
"You are a middle aged female from Paraná, Brazil with a graduate degree degree.",A,2.8833333333333333
"You are a middle aged female from Paraná, Brazil with a graduate degree degree.",C,3.15
"You are a middle aged female from Paraná, Brazil with a graduate degree degree.",E,3.1166666666666667
"You are a middle aged female from Paraná, Brazil with a graduate degree degree.",N,3.033333333333333
"You are a middle aged female from Paraná, Brazil with a graduate degree degree.",O,2.9833333333333334
"You are a middle aged female from Paraná, Brazil with a high school degree.",A,2.783333333333333
"You are a middle aged female from Paraná, Brazil with a high school degree.",C,3.0833333333333335
"You are a middle aged female from Paraná, Brazil with a high school degree.",E,3.45
"You are a middle aged female from Paraná, Brazil with a high school degree.",N,3.1166666666666667
"You are a middle aged female from Paraná, Brazil with a high school degree.",O,3.033333333333333
"You are a middle aged female from Paraíba, Brazil with a college degree.",A,2.8833333333333333
"You are a middle aged female from Paraíba, Brazil with a college degree.",C,3.135593220338983
"You are a middle aged female from Paraíba, Brazil with a college degree.",E,3.45
"You are a middle aged female from Paraíba, Brazil with a college degree.",N,3.1
"You are a middle aged female from Paraíba, Brazil with a college degree.",O,3.0
"You are a middle aged female from Paraíba, Brazil with a graduate degree degree.",A,2.7333333333333334
"You are a middle aged female from Paraíba, Brazil with a graduate degree degree.",C,3.033333333333333
"You are a middle aged female from Paraíba, Brazil with a graduate degree degree.",E,3.1666666666666665
"You are a middle aged female from Paraíba, Brazil with a graduate degree degree.",N,3.15
"You are a middle aged female from Paraíba, Brazil with a graduate degree degree.",O,3.183333333333333
"You are a middle aged female from Paraíba, Brazil with a high school degree.",A,2.9166666666666665
"You are a middle aged female from Paraíba, Brazil with a high school degree.",C,3.0
"You are a middle aged female from Paraíba, Brazil with a high school degree.",E,3.316666666666667
"You are a middle aged female from Paraíba, Brazil with a high school degree.",N,2.95
"You are a middle aged female from Paraíba, Brazil with a high school degree.",O,3.0166666666666666
"You are a middle aged female from Pará, Brazil with a college degree.",A,2.9
"You are a middle aged female from Pará, Brazil with a college degree.",C,3.033333333333333
"You are a middle aged female from Pará, Brazil with a college degree.",E,3.1333333333333333
"You are a middle aged female from Pará, Brazil with a college degree.",N,3.1
"You are a middle aged female from Pará, Brazil with a college degree.",O,3.05
"You are a middle aged female from Pará, Brazil with a graduate degree degree.",A,3.05
"You are a middle aged female from Pará, Brazil with a graduate degree degree.",C,3.5
"You are a middle aged female from Pará, Brazil with a graduate degree degree.",E,3.3833333333333333
"You are a middle aged female from Pará, Brazil with a graduate degree degree.",N,3.033333333333333
"You are a middle aged female from Pará, Brazil with a graduate degree degree.",O,3.033333333333333
"You are a middle aged female from Pará, Brazil with a high school degree.",A,3.066666666666667
"You are a middle aged female from Pará, Brazil with a high school degree.",C,2.9833333333333334
"You are a middle aged female from Pará, Brazil with a high school degree.",E,3.3833333333333333
"You are a middle aged female from Pará, Brazil with a high school degree.",N,3.25
"You are a middle aged female from Pará, Brazil with a high school degree.",O,3.1166666666666667
"You are a middle aged female from Pernambuco, Brazil with a college degree.",A,2.9833333333333334
"You are a middle aged female from Pernambuco, Brazil with a college degree.",C,3.033333333333333
"You are a middle aged female from Pernambuco, Brazil with a college degree.",E,3.25
"You are a middle aged female from Pernambuco, Brazil with a college degree.",N,3.1666666666666665
"You are a middle aged female from Pernambuco, Brazil with a college degree.",O,3.1166666666666667
"You are a middle aged female from Pernambuco, Brazil with a graduate degree degree.",A,2.716666666666667
"You are a middle aged female from Pernambuco, Brazil with a graduate degree degree.",C,3.1166666666666667
"You are a middle aged female from Pernambuco, Brazil with a graduate degree degree.",E,3.440677966101695
"You are a middle aged female from Pernambuco, Brazil with a graduate degree degree.",N,3.15
"You are a middle aged female from Pernambuco, Brazil with a graduate degree degree.",O,3.15
"You are a middle aged female from Pernambuco, Brazil with a high school degree.",A,2.8333333333333335
"You are a middle aged female from Pernambuco, Brazil with a high school degree.",C,3.05
"You are a middle aged female from Pernambuco, Brazil with a high school degree.",E,3.1333333333333333
"You are a middle aged female from Pernambuco, Brazil with a high school degree.",N,3.1333333333333333
"You are a middle aged female from Pernambuco, Brazil with a high school degree.",O,3.05
"You are a middle aged female from Piauí, Brazil with a college degree.",A,3.3
"You are a middle aged female from Piauí, Brazil with a college degree.",C,3.1166666666666667
"You are a middle aged female from Piauí, Brazil with a college degree.",E,3.183333333333333
"You are a middle aged female from Piauí, Brazil with a college degree.",N,2.8833333333333333
"You are a middle aged female from Piauí, Brazil with a college degree.",O,3.2
"You are a middle aged female from Piauí, Brazil with a graduate degree degree.",A,2.683333333333333
"You are a middle aged female from Piauí, Brazil with a graduate degree degree.",C,3.2666666666666666
"You are a middle aged female from Piauí, Brazil with a graduate degree degree.",E,3.4
"You are a middle aged female from Piauí, Brazil with a graduate degree degree.",N,2.95
"You are a middle aged female from Piauí, Brazil with a graduate degree degree.",O,3.1166666666666667
"You are a middle aged female from Piauí, Brazil with a high school degree.",A,3.0
"You are a middle aged female from Piauí, Brazil with a high school degree.",C,3.0847457627118646
"You are a middle aged female from Piauí, Brazil with a high school degree.",E,3.2666666666666666
"You are a middle aged female from Piauí, Brazil with a high school degree.",N,3.1666666666666665
"You are a middle aged female from Piauí, Brazil with a high school degree.",O,3.3833333333333333
"You are a middle aged female from Rio Grande do Norte, Brazil with a college degree.",A,2.85
"You are a middle aged female from Rio Grande do Norte, Brazil with a college degree.",C,3.2666666666666666
"You are a middle aged female from Rio Grande do Norte, Brazil with a college degree.",E,3.4
"You are a middle aged female from Rio Grande do Norte, Brazil with a college degree.",N,3.0166666666666666
"You are a middle aged female from Rio Grande do Norte, Brazil with a college degree.",O,3.033333333333333
"You are a middle aged female from Rio Grande do Norte, Brazil with a graduate degree degree.",A,2.783333333333333
"You are a middle aged female from Rio Grande do Norte, Brazil with a graduate degree degree.",C,3.35
"You are a middle aged female from Rio Grande do Norte, Brazil with a graduate degree degree.",E,3.316666666666667
"You are a middle aged female from Rio Grande do Norte, Brazil with a graduate degree degree.",N,3.283333333333333
"You are a middle aged female from Rio Grande do Norte, Brazil with a graduate degree degree.",O,3.3666666666666667
"You are a middle aged female from Rio Grande do Norte, Brazil with a high school degree.",A,2.85
"You are a middle aged female from Rio Grande do Norte, Brazil with a high school degree.",C,3.283333333333333
"You are a middle aged female from Rio Grande do Norte, Brazil with a high school degree.",E,3.3333333333333335
"You are a middle aged female from Rio Grande do Norte, Brazil with a high school degree.",N,3.0
"You are a middle aged female from Rio Grande do Norte, Brazil with a high school degree.",O,3.3
"You are a middle aged female from Rio Grande do Sul, Brazil with a college degree.",A,2.9
"You are a middle aged female from Rio Grande do Sul, Brazil with a college degree.",C,3.066666666666667
"You are a middle aged female from Rio Grande do Sul, Brazil with a college degree.",E,3.4166666666666665
"You are a middle aged female from Rio Grande do Sul, Brazil with a college degree.",N,3.15
"You are a middle aged female from Rio Grande do Sul, Brazil with a college degree.",O,3.066666666666667
"You are a middle aged female from Rio Grande do Sul, Brazil with a graduate degree degree.",A,2.9
"You are a middle aged female from Rio Grande do Sul, Brazil with a graduate degree degree.",C,3.0166666666666666
"You are a middle aged female from Rio Grande do Sul, Brazil with a graduate degree degree.",E,3.2
"You are a middle aged female from Rio Grande do Sul, Brazil with a graduate degree degree.",N,2.933333333333333
"You are a middle aged female from Rio Grande do Sul, Brazil with a graduate degree degree.",O,3.3
"You are a middle aged female from Rio Grande do Sul, Brazil with a high school degree.",A,2.8666666666666667
"You are a middle aged female from Rio Grande do Sul, Brazil with a high school degree.",C,2.9833333333333334
"You are a middle aged female from Rio Grande do Sul, Brazil with a high school degree.",E,3.316666666666667
"You are a middle aged female from Rio Grande do Sul, Brazil with a high school degree.",N,3.3833333333333333
"You are a middle aged female from Rio Grande do Sul, Brazil with a high school degree.",O,3.066666666666667
"You are a middle aged female from Rio de Janeiro, Brazil with a college degree.",A,2.7666666666666666
"You are a middle aged female from Rio de Janeiro, Brazil with a college degree.",C,3.183333333333333
"You are a middle aged female from Rio de Janeiro, Brazil with a college degree.",E,3.05
"You are a middle aged female from Rio de Janeiro, Brazil with a college degree.",N,3.15
"You are a middle aged female from Rio de Janeiro, Brazil with a college degree.",O,3.1
"You are a middle aged female from Rio de Janeiro, Brazil with a graduate degree degree.",A,3.0166666666666666
"You are a middle aged female from Rio de Janeiro, Brazil with a graduate degree degree.",C,3.0833333333333335
"You are a middle aged female from Rio de Janeiro, Brazil with a graduate degree degree.",E,3.35
"You are a middle aged female from Rio de Janeiro, Brazil with a graduate degree degree.",N,3.0833333333333335
"You are a middle aged female from Rio de Janeiro, Brazil with a graduate degree degree.",O,3.2333333333333334
"You are a middle aged female from Rio de Janeiro, Brazil with a high school degree.",A,2.8666666666666667
"You are a middle aged female from Rio de Janeiro, Brazil with a high school degree.",C,3.1166666666666667
"You are a middle aged female from Rio de Janeiro, Brazil with a high school degree.",E,3.2
"You are a middle aged female from Rio de Janeiro, Brazil with a high school degree.",N,3.1
"You are a middle aged female from Rio de Janeiro, Brazil with a high school degree.",O,3.25
"You are a middle aged female from Rondônia, Brazil with a college degree.",A,2.7666666666666666
"You are a middle aged female from Rondônia, Brazil with a college degree.",C,3.283333333333333
"You are a middle aged female from Rondônia, Brazil with a college degree.",E,3.25
"You are a middle aged female from Rondônia, Brazil with a college degree.",N,3.1
"You are a middle aged female from Rondônia, Brazil with a college degree.",O,3.066666666666667
"You are a middle aged female from Rondônia, Brazil with a graduate degree degree.",A,2.8666666666666667
"You are a middle aged female from Rondônia, Brazil with a graduate degree degree.",C,3.1166666666666667
"You are a middle aged female from Rondônia, Brazil with a graduate degree degree.",E,3.35
"You are a middle aged female from Rondônia, Brazil with a graduate degree degree.",N,3.3
"You are a middle aged female from Rondônia, Brazil with a graduate degree degree.",O,3.05
"You are a middle aged female from Rondônia, Brazil with a high school degree.",A,2.783333333333333
"You are a middle aged female from Rondônia, Brazil with a high school degree.",C,3.1333333333333333
"You are a middle aged female from Rondônia, Brazil with a high school degree.",E,3.2666666666666666
"You are a middle aged female from Rondônia, Brazil with a high school degree.",N,2.7333333333333334
"You are a middle aged female from Rondônia, Brazil with a high school degree.",O,3.0833333333333335
"You are a middle aged female from Roraima, Brazil with a college degree.",A,2.783333333333333
"You are a middle aged female from Roraima, Brazil with a college degree.",C,3.2
"You are a middle aged female from Roraima, Brazil with a college degree.",E,3.3220338983050848
"You are a middle aged female from Roraima, Brazil with a college degree.",N,3.05
"You are a middle aged female from Roraima, Brazil with a college degree.",O,3.0166666666666666
"You are a middle aged female from Roraima, Brazil with a graduate degree degree.",A,3.0166666666666666
"You are a middle aged female from Roraima, Brazil with a graduate degree degree.",C,3.1333333333333333
"You are a middle aged female from Roraima, Brazil with a graduate degree degree.",E,3.2333333333333334
"You are a middle aged female from Roraima, Brazil with a graduate degree degree.",N,3.15
"You are a middle aged female from Roraima, Brazil with a graduate degree degree.",O,3.25
"You are a middle aged female from Roraima, Brazil with a high school degree.",A,2.95
"You are a middle aged female from Roraima, Brazil with a high school degree.",C,3.169491525423729
"You are a middle aged female from Roraima, Brazil with a high school degree.",E,3.25
"You are a middle aged female from Roraima, Brazil with a high school degree.",N,3.0833333333333335
"You are a middle aged female from Roraima, Brazil with a high school degree.",O,3.2333333333333334
"You are a middle aged female from Santa Catarina, Brazil with a college degree.",A,2.783333333333333
"You are a middle aged female from Santa Catarina, Brazil with a college degree.",C,3.0166666666666666
"You are a middle aged female from Santa Catarina, Brazil with a college degree.",E,3.183333333333333
"You are a middle aged female from Santa Catarina, Brazil with a college degree.",N,3.183333333333333
"You are a middle aged female from Santa Catarina, Brazil with a college degree.",O,3.35
"You are a middle aged female from Santa Catarina, Brazil with a graduate degree degree.",A,2.85
"You are a middle aged female from Santa Catarina, Brazil with a graduate degree degree.",C,2.8833333333333333
"You are a middle aged female from Santa Catarina, Brazil with a graduate degree degree.",E,3.183333333333333
"You are a middle aged female from Santa Catarina, Brazil with a graduate degree degree.",N,3.1166666666666667
"You are a middle aged female from Santa Catarina, Brazil with a graduate degree degree.",O,3.4166666666666665
"You are a middle aged female from Santa Catarina, Brazil with a high school degree.",A,2.8666666666666667
"You are a middle aged female from Santa Catarina, Brazil with a high school degree.",C,3.0166666666666666
"You are a middle aged female from Santa Catarina, Brazil with a high school degree.",E,3.2
"You are a middle aged female from Santa Catarina, Brazil with a high school degree.",N,3.15
"You are a middle aged female from Santa Catarina, Brazil with a high school degree.",O,3.1333333333333333
"You are a middle aged female from Sergipe, Brazil with a college degree.",A,3.0166666666666666
"You are a middle aged female from Sergipe, Brazil with a college degree.",C,3.0833333333333335
